trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
148,False,"{'a': 0.6, 'e': 4.565376186997809e-05}",20,9,20.243906562360642,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.6, 'e': 4.504301608035674e-05}",20,12,13.923194602108863,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.6, 'e': 4.4444444444444447e-05}",25,12,22.71425092780768,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.6, 'e': 4.385772553835358e-05}",20,12,10.70446779706877,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.6, 'e': 4.3282548476454294e-05}",30,18,19.9943817103749,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.6, 'e': 4.2718612499466016e-05}",20,10,18.018763837450855,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.6, 'e': 4.2165626581210996e-05}",30,12,34.38018213327368,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.6, 'e': 4.162330905306972e-05}",20,8,17.616906876780984,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.6, 'e': 4.10913872452334e-05}",30,9,36.4974076255527,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.6, 'e': 4.056959714390036e-05}",20,0,27.69219406719207,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
158,False,"{'a': 0.6, 'e': 4.00576830636116e-05}",25,8,27.379473948065407,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.6, 'e': 3.955539733396622e-05}",20,12,12.067287072742053,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.6, 'e': 3.90625e-05}",20,8,17.953222135351268,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.6, 'e': 3.8578758535550326e-05}",20,0,31.660832010312888,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.6, 'e': 3.8103947568968146e-05}",25,10,22.716197039061772,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.6, 'e': 3.7637848620572846e-05}",20,9,15.783813423637643,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.6, 'e': 3.7180249851279e-05}",25,19,10.749762275160254,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.6, 'e': 3.6730945821854914e-05}",20,0,22.834628738498317,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
166,False,"{'a': 0.6, 'e': 3.628973726230222e-05}",20,6,25.18375380621071,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.6, 'e': 3.58564308508731e-05}",20,14,9.270082612766405,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.6, 'e': 3.5430839002267575e-05}",20,6,19.91384088927208,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.6, 'e': 3.501277966457757e-05}",20,6,17.42012192441375,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.6, 'e': 3.460207612456748e-05}",20,13,14.884580550373624,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.6, 'e': 3.419855682090216e-05}",25,17,17.611413612059653,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.6, 'e': 3.380205516495403e-05}",20,2,27.972000764484918,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.6, 'e': 3.3412409368839586e-05}",20,14,8.513225272478198,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.6, 'e': 3.302946228035408e-05}",30,16,21.02407030493801,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.6, 'e': 3.265306122448979e-05}",30,8,44.32400082480694,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.6, 'e': 3.228305785123967e-05}",30,9,32.94162836279308,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.6, 'e': 3.191930798940279e-05}",30,14,23.655015900391163,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.6, 'e': 3.156167150612296e-05}",25,15,19.703353463172753,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.6, 'e': 3.121001217190475e-05}",25,9,25.325349855531037,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.6, 'e': 3.08641975308642e-05}",25,8,29.184518544204472,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.6, 'e': 3.0524098775983637e-05}",30,18,20.11515984759833,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.6, 'e': 3.0189590629151068e-05}",25,0,36.63424139362083,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
183,False,"{'a': 0.6, 'e': 2.986055122577563e-05}",20,10,18.644127943448286,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.6, 'e': 2.953686200378072e-05}",30,15,29.91266212051971,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.6, 'e': 2.9218407596785974e-05}",25,16,16.187202703055227,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.6, 'e': 2.8905075731298415e-05}",30,18,21.05642194718013,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.6, 'e': 2.8596757127741712e-05}",25,8,3.658523370511872,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
188,False,"{'a': 0.6, 'e': 2.8293345405160706e-05}",25,0,34.374438433295374,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
189,False,"{'a': 0.6, 'e': 2.7994736989445986e-05}",25,9,26.2096312193626,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.6, 'e': 2.7700831024930747e-05}",35,17,33.27330470325764,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.6, 'e': 2.7411529289219047e-05}",20,10,17.757743043512992,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.6, 'e': 2.712673611111111e-05}",30,3,40.29816178446265,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.6, 'e': 2.684635829149776e-05}",20,3,27.974258463709162,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.6, 'e': 2.6570305027101713e-05}",20,4,19.431900265624954,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.6, 'e': 2.6298487836949376e-05}",20,6,29.808550817637027,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.6, 'e': 2.6030820491461892e-05}",20,10,15.61169829545151,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.6, 'e': 2.5767218944059367e-05}",25,13,23.690245263325764,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.6, 'e': 2.5507601265177022e-05}",20,14,13.186688708144903,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.6, 'e': 2.52518875785965e-05}",20,14,8.091726948058524,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.6, 'e': 2.5e-05}",20,8,18.772279682792856,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.6, 'e': 2.475186257765897e-05}",20,8,18.94964245149696,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.6, 'e': 2.450740123517302e-05}",20,14,10.808268358925739,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.6, 'e': 2.4266543716178503e-05}",30,14,23.107438060138943,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.6, 'e': 2.4029219530949635e-05}",20,8,20.452935504574576,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.6, 'e': 2.3795359904818562e-05}",25,10,23.4971205577894,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.6, 'e': 2.356489772834386e-05}",20,15,9.786288279098496,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.6, 'e': 2.3337767509160075e-05}",30,16,24.37074147097798,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.6, 'e': 2.3113905325443786e-05}",25,12,26.17204763589085,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.6, 'e': 2.2893248780934502e-05}",20,8,19.59047976316281,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.6, 'e': 2.2675736961451248e-05}",20,13,12.63447049725468,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.6, 'e': 2.246131039284832e-05}",25,17,16.080717138989975,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.6, 'e': 2.2249911000356e-05}",30,6,38.386820735606406,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.6, 'e': 2.2041482069254335e-05}",20,14,11.680339510021627,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.6, 'e': 2.1835968206830292e-05}",30,10,33.00772733322694,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
