trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
173,False,"{'a': 0.7, 'e': 3.3412409368839586e-05}",25,15,20.07587146632244,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.7, 'e': 3.302946228035408e-05}",30,6,41.0432635704804,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.7, 'e': 3.265306122448979e-05}",25,8,27.259308581200337,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.7, 'e': 3.228305785123967e-05}",35,25,16.961796577126698,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.7, 'e': 3.191930798940279e-05}",25,6,31.443798535167367,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.7, 'e': 3.156167150612296e-05}",30,23,14.543616013769492,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.7, 'e': 3.121001217190475e-05}",30,9,34.770640902397695,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.7, 'e': 3.08641975308642e-05}",20,12,13.892682329414322,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.7, 'e': 3.0524098775983637e-05}",25,13,23.60707690695187,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.7, 'e': 3.0189590629151068e-05}",20,14,11.6800879518219,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.7, 'e': 2.986055122577563e-05}",30,18,23.971447628265548,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.7, 'e': 2.953686200378072e-05}",25,12,22.7788605447104,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.7, 'e': 2.9218407596785974e-05}",20,0,-9.629710221213067,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
186,False,"{'a': 0.7, 'e': 2.8905075731298415e-05}",20,6,25.004388128560034,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.7, 'e': 2.8596757127741712e-05}",20,11,18.460373210794884,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.7, 'e': 2.8293345405160706e-05}",25,15,16.26332879073793,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.7, 'e': 2.7994736989445986e-05}",25,13,23.334429022512303,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.7, 'e': 2.7700831024930747e-05}",25,18,12.867648324067066,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.7, 'e': 2.7411529289219047e-05}",30,7,39.527401785956435,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.7, 'e': 2.712673611111111e-05}",25,13,21.7261091781347,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.7, 'e': 2.684635829149776e-05}",20,0,26.118939783725306,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
194,False,"{'a': 0.7, 'e': 2.6570305027101713e-05}",25,11,25.74012341098346,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.7, 'e': 2.6298487836949376e-05}",20,8,19.960246078995112,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.7, 'e': 2.6030820491461892e-05}",20,13,12.271019100496634,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.7, 'e': 2.5767218944059367e-05}",25,15,20.98820371326931,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.7, 'e': 2.5507601265177022e-05}",20,7,23.227450796109796,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.7, 'e': 2.52518875785965e-05}",30,8,32.80282950479186,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.7, 'e': 2.5e-05}",20,15,11.583323154695805,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.7, 'e': 2.475186257765897e-05}",20,8,22.153431831106598,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.7, 'e': 2.450740123517302e-05}",20,0,31.5385601294992,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
203,False,"{'a': 0.7, 'e': 2.4266543716178503e-05}",20,16,7.409053553015083,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.7, 'e': 2.4029219530949635e-05}",20,12,14.346713686193223,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.7, 'e': 2.3795359904818562e-05}",20,13,13.17196223200819,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.7, 'e': 2.356489772834386e-05}",20,6,-16.939907287857128,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
207,False,"{'a': 0.7, 'e': 2.3337767509160075e-05}",20,14,11.600351657032093,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.7, 'e': 2.3113905325443786e-05}",25,2,22.27751407346554,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
209,False,"{'a': 0.7, 'e': 2.2893248780934502e-05}",25,15,16.676630829483422,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.7, 'e': 2.2675736961451248e-05}",30,15,26.409725220045438,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.7, 'e': 2.246131039284832e-05}",30,15,16.646464069688864,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.7, 'e': 2.2249911000356e-05}",20,10,20.28826230783086,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.7, 'e': 2.2041482069254335e-05}",20,12,17.14599436643182,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.7, 'e': 2.1835968206830292e-05}",25,7,30.2782818904191,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.7, 'e': 2.1633315305570577e-05}",20,11,8.852752176663376,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.7, 'e': 2.143347050754458e-05}",20,2,30.7821276728027,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.7, 'e': 2.123638216993353e-05}",20,8,20.843717683030544,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.7, 'e': 2.1041999831664002e-05}",25,18,12.917804588308828,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.7, 'e': 2.085027418110548e-05}",30,12,28.38154245839368,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.7, 'e': 2.066115702479339e-05}",30,13,29.96551819549848,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.7, 'e': 2.047460125714052e-05}",25,12,23.128311294587512,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.7, 'e': 2.029056083110137e-05}",20,2,27.67121912674786,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.7, 'e': 2.0108990729755272e-05}",25,9,28.007977069700477,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.7, 'e': 1.992984693877551e-05}",20,0,31.47861054941691,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
225,False,"{'a': 0.7, 'e': 1.9753086419753087e-05}",25,11,26.29737476118553,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.7, 'e': 1.9578667084344897e-05}",35,21,21.6388081820081,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.7, 'e': 1.9406547769217335e-05}",25,0,36.25293867258546,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
228,False,"{'a': 0.7, 'e': 1.9236688211757463e-05}",20,6,24.95327837363584,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.7, 'e': 1.9069049026525047e-05}",25,11,31.134902221441166,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.7, 'e': 1.8903591682419658e-05}",20,7,22.78737286802809,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.7, 'e': 1.874027848053822e-05}",30,12,38.68406395472518,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.7, 'e': 1.8579072532699166e-05}",30,23,14.050347580806953,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.7, 'e': 1.8419937740610438e-05}",20,2,26.08126848687778,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.7, 'e': 1.826283877565929e-05}",25,0,37.91380433867437,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
235,False,"{'a': 0.7, 'e': 1.8107741059302852e-05}",20,0,25.925036348463845,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
236,False,"{'a': 0.7, 'e': 1.795461074403907e-05}",25,9,7.569161936068628,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
237,False,"{'a': 0.7, 'e': 1.780341469493849e-05}",25,2,36.10420213932859,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.7, 'e': 1.76541204717181e-05}",25,13,22.917132462769718,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.7, 'e': 1.7506696311339088e-05}",25,8,28.46837460624002,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.7, 'e': 1.736111111111111e-05}",30,17,25.184085243724354,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.7, 'e': 1.721733441228629e-05}",20,8,21.1440926901918,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.7, 'e': 1.7075336384126766e-05}",20,4,24.52365046205574,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.7, 'e': 1.6935087808430286e-05}",20,10,18.183928513305837,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.7, 'e': 1.679656006449879e-05}",30,12,-16.30091096604157,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
245,False,"{'a': 0.7, 'e': 1.665972511453561e-05}",30,12,32.02324651487858,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.7, 'e': 1.6524555489457333e-05}",20,11,14.0918425654947,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.7, 'e': 1.6391024275106952e-05}",25,9,18.518674245671313,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.7, 'e': 1.625910509885536e-05}",20,14,11.138044669349446,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.7, 'e': 1.6128772116578765e-05}",20,6,22.55690348075273,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.7, 'e': 1.6e-05}",25,6,31.10143405403866,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.7, 'e': 1.5872763924382153e-05}",25,15,17.046134516444297,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.7, 'e': 1.5747039556563368e-05}",25,12,15.484655570970943,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.7, 'e': 1.5622803043322032e-05}",25,8,35.460015459624024,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.7, 'e': 1.5500031000062e-05}",20,13,12.419811701492428,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.7, 'e': 1.5378700499807768e-05}",20,16,8.704820164173011,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.7, 'e': 1.52587890625e-05}",20,12,16.41819595281975,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.7, 'e': 1.5140274644582053e-05}",20,16,4.573824964537979,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.7, 'e': 1.5023135628868457e-05}",20,14,10.900316157384339,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.7, 'e': 1.4907350814686721e-05}",30,18,23.349081239280146,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.7, 'e': 1.4792899408284024e-05}",20,13,12.973007024872567,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.7, 'e': 1.46797610134907e-05}",30,13,32.976908656198475,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.7, 'e': 1.4567915622632714e-05}",20,14,11.201647072997197,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.7, 'e': 1.4457343607685523e-05}",20,16,8.358250570695391,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.7, 'e': 1.4348025711662075e-05}",30,12,31.886876825959618,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.7, 'e': 1.423994304022784e-05}",30,14,26.08118562332873,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.7, 'e': 1.4133077053536096e-05}",20,16,7.286563920962938,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.7, 'e': 1.4027409558276873e-05}",20,12,15.819587495476366,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.7, 'e': 1.392292269993317e-05}",25,17,11.878804277530747,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.7, 'e': 1.3819598955238318e-05}",20,14,9.481004274146414,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.7, 'e': 1.3717421124828532e-05}",25,8,29.587082443301924,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.7, 'e': 1.3616372326084885e-05}",25,16,14.348520904929977,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.7, 'e': 1.351643598615917e-05}",20,6,26.683510889014627,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.7, 'e': 1.3417595835178253e-05}",25,17,14.52751689213853,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.7, 'e': 1.3319835899621716e-05}",30,14,26.567934465992238,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.7, 'e': 1.3223140495867768e-05}",20,15,9.421842750415564,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.7, 'e': 1.312749422390254e-05}",25,8,34.09816702049839,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.7, 'e': 1.3032881961188077e-05}",20,3,27.075347648250002,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.7, 'e': 1.2939288856684436e-05}",35,23,19.98361678507149,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.7, 'e': 1.2846700325021518e-05}",20,8,22.41383192214024,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.7, 'e': 1.2755102040816327e-05}",20,13,13.881296833511044,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.7, 'e': 1.2664479933131545e-05}",25,0,37.88998172940312,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.7, 'e': 1.2574820180071425e-05}",30,22,14.989957431667694,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.7, 'e': 1.2486109203511094e-05}",20,10,17.501102418601914,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.7, 'e': 1.2398333663955564e-05}",30,16,26.10770621924335,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.7, 'e': 1.2311480455524777e-05}",20,9,18.194763143277363,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.7, 'e': 1.2225536701061176e-05}",20,4,27.391822268354108,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.7, 'e': 1.2140489747356409e-05}",25,17,13.610699199834437,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.7, 'e': 1.2056327160493826e-05}",30,13,31.297139097590204,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.7, 'e': 1.1973036721303624e-05}",25,8,29.544018972063487,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.7, 'e': 1.1890606420927467e-05}",20,0,33.32133364611787,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
291,False,"{'a': 0.7, 'e': 1.1809024456489649e-05}",35,18,31.00578269101477,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.7, 'e': 1.1728279226871834e-05}",20,14,12.404131353040686,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.7, 'e': 1.1648359328588568e-05}",25,12,21.077284789416836,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.7, 'e': 1.156925355176084e-05}",30,18,23.373263205097487,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.7, 'e': 1.1490950876185005e-05}",25,14,20.687486863430088,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.7, 'e': 1.1413440467494522e-05}",20,16,7.312406609809386,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.7, 'e': 1.1336711673412011e-05}",35,23,20.07197458696749,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.7, 'e': 1.1260754020089185e-05}",25,2,43.45293607241516,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.7, 'e': 1.1185557208532343e-05}",25,8,26.158884563342827,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.7, 'e': 1.1111111111111112e-05}",25,20,7.536108020217769,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.7, 'e': 1.1037405768148255e-05}",25,8,24.632733918311146,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.7, 'e': 1.0964431384588396e-05}",25,12,21.507618451028552,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.7, 'e': 1.0892178326743566e-05}",25,15,15.507459270699753,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.7, 'e': 1.0820637119113573e-05}",35,25,15.8185015193024,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.7, 'e': 1.0749798441279227e-05}",20,11,15.460254425936188,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.7, 'e': 1.0679653124866504e-05}",20,11,17.03633844331691,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.7, 'e': 1.0610192150579848e-05}",20,14,9.291961926689332,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.7, 'e': 1.0541406645302749e-05}",25,16,15.050816606292866,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.7, 'e': 1.0473287879263938e-05}",30,12,29.617400471122565,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.7, 'e': 1.040582726326743e-05}",20,13,15.977966515791515,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.7, 'e': 1.0339016345984843e-05}",20,8,23.043075927079123,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.7, 'e': 1.027284681130835e-05}",20,9,19.760482344563464,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.7, 'e': 1.0207310475762742e-05}",20,10,18.383512194947265,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.7, 'e': 1.014239928597509e-05}",30,10,29.904235491096795,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.7, 'e': 1.0078105316200555e-05}",20,16,8.563191246975027,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.7, 'e': 1.00144207659029e-05}",20,9,17.47747158578237,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.7, 'e': 9.95133795738837e-06}",30,9,34.14000958768678,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.7, 'e': 9.888849333491555e-06}",20,3,30.85391420536729,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.7, 'e': 9.826947455311957e-06}",25,2,33.461687320054395,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.7, 'e': 9.765625e-06}",25,0,39.81612706028073,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
321,False,"{'a': 0.7, 'e': 9.70487475859124e-06}",30,21,16.631454850489945,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.7, 'e': 9.644689633887581e-06}",20,0,28.488378813318498,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
323,False,"{'a': 0.7, 'e': 9.585062638384341e-06}",20,0,28.756173233238695,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
324,False,"{'a': 0.7, 'e': 9.525986892242037e-06}",20,13,14.016413604598618,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.7, 'e': 9.467455621301774e-06}",25,11,28.984364242813363,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.7, 'e': 9.409462155143212e-06}",20,10,18.177805413732717,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.7, 'e': 9.351999925184e-06}",25,20,9.63415200430606,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.7, 'e': 9.29506246281975e-06}",30,17,21.497672505651497,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.7, 'e': 9.238643397603495e-06}",20,8,21.911631810321285,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.7, 'e': 9.182736455463728e-06}",25,0,39.56875306063429,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
331,False,"{'a': 0.7, 'e': 9.127335456960049e-06}",30,13,28.614360000391528,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.7, 'e': 9.072434315575554e-06}",30,13,32.77138819363637,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.7, 'e': 9.018027036045055e-06}",25,13,20.370953416411226,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.7, 'e': 8.964107712718276e-06}",30,20,15.79286445866121,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.7, 'e': 8.910670527957229e-06}",20,5,26.26226048622396,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.7, 'e': 8.857709750566894e-06}",30,16,28.109137287331777,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.7, 'e': 8.805219734258468e-06}",20,6,26.49658026636878,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.7, 'e': 8.753194916144393e-06}",20,12,14.477925924840783,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.7, 'e': 8.7016298152644e-06}",25,10,26.86019978681326,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.7, 'e': 8.65051903114187e-06}",30,9,29.452246635652504,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.7, 'e': 8.599857242369777e-06}",25,11,31.343498665597615,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.7, 'e': 8.54963920522554e-06}",25,9,27.18322131183955,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.7, 'e': 8.499859752314087e-06}",35,19,22.901356368920244,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.7, 'e': 8.450513791238508e-06}",20,12,14.559881145852263,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.7, 'e': 8.401596303297626e-06}",30,11,34.47711388648137,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.7, 'e': 8.353102342209896e-06}",20,13,12.800422234715928,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.7, 'e': 8.305027032862993e-06}",20,3,28.854714838718294,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.7, 'e': 8.25736557008852e-06}",30,22,14.442355791446918,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.7, 'e': 8.210113217461269e-06}",35,21,-0.5228577511818764,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
350,False,"{'a': 0.7, 'e': 8.163265306122448e-06}",20,11,15.075452020699931,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.7, 'e': 8.11681723362635e-06}",25,2,39.857773781955544,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.7, 'e': 8.070764462809918e-06}",30,12,38.24689071144522,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
